GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD43,HD02_VD43
1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",1801,279,787,172,380,135,24,22
1400000US36047017400,36047017400,"Census Tract 174, Kings County, New York",795,118,385,83,189,63,0,11
1400000US36047017500,36047017500,"Census Tract 175, Kings County, New York",0,11,0,11,0,11,0,11
1400000US36047017600,36047017600,"Census Tract 176, Kings County, New York",1154,156,436,70,169,51,4,6
1400000US36047017700,36047017700,"Census Tract 177, Kings County, New York",0,11,0,11,0,11,0,11
1400000US36047017800,36047017800,"Census Tract 178, Kings County, New York",1382,223,570,103,143,54,5,8
1400000US36047017900,36047017900,"Census Tract 179, Kings County, New York",1648,194,988,157,596,143,10,15
1400000US36047018000,36047018000,"Census Tract 180, Kings County, New York",1390,238,590,123,238,74,9,13
1400000US36047018100,36047018100,"Census Tract 181, Kings County, New York",2039,261,950,185,660,150,26,31
1400000US36047018200,36047018200,"Census Tract 182, Kings County, New York",1892,295,884,170,199,66,0,11
1400000US36047018300,36047018300,"Census Tract 183, Kings County, New York",1766,183,881,159,607,119,0,11
1400000US36047018400,36047018400,"Census Tract 184, Kings County, New York",1190,171,502,103,219,60,0,11
1400000US36047018501,36047018501,"Census Tract 185.01, Kings County, New York",1268,228,768,161,112,53,0,11
1400000US36047018600,36047018600,"Census Tract 186, Kings County, New York",959,145,408,81,142,53,0,11
1400000US36047018700,36047018700,"Census Tract 187, Kings County, New York",786,112,340,71,241,67,47,29
1400000US36047018800,36047018800,"Census Tract 188, Kings County, New York",1144,137,508,77,229,74,33,51
1400000US36047019000,36047019000,"Census Tract 190, Kings County, New York",2160,300,902,154,176,82,0,16
1400000US36047019100,36047019100,"Census Tract 191, Kings County, New York",1454,199,836,139,526,123,45,48
1400000US36047019200,36047019200,"Census Tract 192, Kings County, New York",1278,151,471,80,192,74,4,7
1400000US36047019300,36047019300,"Census Tract 193, Kings County, New York",2190,298,1228,252,711,183,85,88
1400000US36047019400,36047019400,"Census Tract 194, Kings County, New York",2061,230,946,168,157,61,44,37
1400000US36047019500,36047019500,"Census Tract 195, Kings County, New York",2624,200,1272,227,896,210,111,70
1400000US36047019600,36047019600,"Census Tract 196, Kings County, New York",2019,307,879,160,192,78,8,12
1400000US36047019700,36047019700,"Census Tract 197, Kings County, New York",1828,198,840,143,585,129,0,11
1400000US36047019800,36047019800,"Census Tract 198, Kings County, New York",771,121,373,106,183,68,16,18
1400000US36047019900,36047019900,"Census Tract 199, Kings County, New York",1831,267,944,167,644,132,37,35
1400000US36047020000,36047020000,"Census Tract 200, Kings County, New York",936,151,486,98,194,73,19,23
1400000US36047020100,36047020100,"Census Tract 201, Kings County, New York",2571,274,1329,185,961,174,104,70
1400000US36047020200,36047020200,"Census Tract 202, Kings County, New York",796,109,355,86,198,57,7,10
1400000US36047020300,36047020300,"Census Tract 203, Kings County, New York",967,103,590,81,387,59,33,25
1400000US36047020400,36047020400,"Census Tract 204, Kings County, New York",877,168,465,109,218,47,5,7
1400000US36047020500,36047020500,"Census Tract 205, Kings County, New York",1936,205,977,134,494,99,51,34
1400000US36047020600,36047020600,"Census Tract 206, Kings County, New York",1337,107,575,78,286,67,0,11
1400000US36047020700,36047020700,"Census Tract 207, Kings County, New York",2903,351,1426,241,1020,243,24,27
1400000US36047020800,36047020800,"Census Tract 208, Kings County, New York",1603,242,782,181,275,102,33,42
1400000US36047021000,36047021000,"Census Tract 210, Kings County, New York",2028,279,860,160,304,99,7,12
1400000US36047021100,36047021100,"Census Tract 211, Kings County, New York",731,111,368,63,182,45,0,11
1400000US36047021200,36047021200,"Census Tract 212, Kings County, New York",2229,352,1074,237,210,85,47,45
1400000US36047021300,36047021300,"Census Tract 213, Kings County, New York",1966,210,1020,150,439,106,31,42
1400000US36047021400,36047021400,"Census Tract 214, Kings County, New York",1032,143,477,84,120,54,0,11
1400000US36047021500,36047021500,"Census Tract 215, Kings County, New York",3095,374,1737,343,1147,346,106,77
1400000US36047021600,36047021600,"Census Tract 216, Kings County, New York",1491,191,539,127,142,80,0,11
1400000US36047021700,36047021700,"Census Tract 217, Kings County, New York",2010,191,1075,160,480,110,36,27
1400000US36047021800,36047021800,"Census Tract 218, Kings County, New York",1315,193,565,125,181,68,0,11
1400000US36047021900,36047021900,"Census Tract 219, Kings County, New York",2052,240,1112,168,550,141,18,19
1400000US36047022000,36047022000,"Census Tract 220, Kings County, New York",1415,307,647,188,250,111,21,24
1400000US36047022100,36047022100,"Census Tract 221, Kings County, New York",2333,348,1078,162,543,131,39,41
1400000US36047022200,36047022200,"Census Tract 222, Kings County, New York",1471,211,584,115,221,82,0,11
1400000US36047022400,36047022400,"Census Tract 224, Kings County, New York",2058,287,912,136,354,128,0,16
1400000US36047022600,36047022600,"Census Tract 226, Kings County, New York",1006,153,307,81,49,30,6,10
1400000US36047022700,36047022700,"Census Tract 227, Kings County, New York",1997,267,937,147,384,99,43,34
1400000US36047022800,36047022800,"Census Tract 228, Kings County, New York",1083,113,452,61,104,38,0,11
1400000US36047022900,36047022900,"Census Tract 229, Kings County, New York",2143,271,1162,192,652,130,38,31
1400000US36047023000,36047023000,"Census Tract 230, Kings County, New York",1521,464,603,279,153,73,0,11
1400000US36047023100,36047023100,"Census Tract 231, Kings County, New York",2000,273,1065,177,697,176,8,11
1400000US36047023200,36047023200,"Census Tract 232, Kings County, New York",1894,274,824,196,275,98,30,26
1400000US36047023300,36047023300,"Census Tract 233, Kings County, New York",2152,248,1222,183,491,123,35,36
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",1383,175,625,90,264,84,0,16
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",1741,296,934,161,505,115,21,24
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",1781,210,932,138,356,113,0,16
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",1398,292,656,167,238,80,0,11
1400000US36047024000,36047024000,"Census Tract 240, Kings County, New York",1338,222,588,145,221,81,74,72
1400000US36047024100,36047024100,"Census Tract 241, Kings County, New York",1152,187,556,136,268,111,33,32
1400000US36047024200,36047024200,"Census Tract 242, Kings County, New York",1034,151,434,86,169,62,7,10
1400000US36047024300,36047024300,"Census Tract 243, Kings County, New York",2308,291,1289,225,612,124,44,41
1400000US36047024400,36047024400,"Census Tract 244, Kings County, New York",1339,224,643,143,160,56,7,10
1400000US36047024500,36047024500,"Census Tract 245, Kings County, New York",1851,263,906,193,418,112,35,37
1400000US36047024600,36047024600,"Census Tract 246, Kings County, New York",1312,173,581,116,150,64,5,9
1400000US36047024700,36047024700,"Census Tract 247, Kings County, New York",1084,174,591,114,267,81,12,12
1400000US36047024800,36047024800,"Census Tract 248, Kings County, New York",1373,242,674,138,152,59,24,23
1400000US36047024900,36047024900,"Census Tract 249, Kings County, New York",2224,301,992,252,529,181,19,24
1400000US36047025000,36047025000,"Census Tract 250, Kings County, New York",738,171,340,84,95,38,31,28
1400000US36047025100,36047025100,"Census Tract 251, Kings County, New York",1285,204,773,145,221,79,0,11
1400000US36047025200,36047025200,"Census Tract 252, Kings County, New York",2394,340,1025,193,285,127,9,13
1400000US36047025300,36047025300,"Census Tract 253, Kings County, New York",1361,266,712,156,273,83,0,11
1400000US36047025400,36047025400,"Census Tract 254, Kings County, New York",1872,266,954,173,236,91,7,13
1400000US36047025500,36047025500,"Census Tract 255, Kings County, New York",1799,236,973,180,137,60,7,11
1400000US36047025600,36047025600,"Census Tract 256, Kings County, New York",1378,242,565,114,175,74,0,11
1400000US36047025700,36047025700,"Census Tract 257, Kings County, New York",1097,183,414,96,194,82,13,21
1400000US36047025800,36047025800,"Census Tract 258, Kings County, New York",1787,331,836,240,280,122,19,20
1400000US36047025901,36047025901,"Census Tract 259.01, Kings County, New York",923,128,414,92,113,66,9,13
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",623,120,372,100,62,49,0,11
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",1633,215,878,177,226,99,24,25
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",2880,469,1772,484,865,293,55,66
1400000US36047026200,36047026200,"Census Tract 262, Kings County, New York",1058,158,451,100,170,52,21,17
1400000US36047026300,36047026300,"Census Tract 263, Kings County, New York",921,168,551,136,209,86,7,11
1400000US36047026400,36047026400,"Census Tract 264, Kings County, New York",2318,264,914,135,316,132,16,26
1400000US36047026500,36047026500,"Census Tract 265, Kings County, New York",1676,251,891,164,401,141,46,48
1400000US36047026600,36047026600,"Census Tract 266, Kings County, New York",1426,282,819,151,318,102,29,33
1400000US36047026700,36047026700,"Census Tract 267, Kings County, New York",1822,215,860,153,411,105,18,29
1400000US36047026800,36047026800,"Census Tract 268, Kings County, New York",1742,296,687,174,204,98,7,13
1400000US36047026900,36047026900,"Census Tract 269, Kings County, New York",1331,213,807,144,304,110,82,62
1400000US36047027000,36047027000,"Census Tract 270, Kings County, New York",1102,164,619,120,274,84,21,14
1400000US36047027100,36047027100,"Census Tract 271, Kings County, New York",1238,243,602,150,273,123,0,11
1400000US36047027200,36047027200,"Census Tract 272, Kings County, New York",1674,276,714,136,271,112,10,16
1400000US36047027300,36047027300,"Census Tract 273, Kings County, New York",1060,192,505,154,171,89,26,30
1400000US36047027400,36047027400,"Census Tract 274, Kings County, New York",1257,202,504,121,135,62,0,11
1400000US36047027500,36047027500,"Census Tract 275, Kings County, New York",1981,266,1009,186,397,127,11,18
1400000US36047027600,36047027600,"Census Tract 276, Kings County, New York",2001,389,861,188,286,145,0,11
1400000US36047027700,36047027700,"Census Tract 277, Kings County, New York",1654,298,860,178,291,115,18,29
1400000US36047027800,36047027800,"Census Tract 278, Kings County, New York",1389,251,786,160,147,63,7,13
1400000US36047027900,36047027900,"Census Tract 279, Kings County, New York",1830,284,909,183,428,136,0,11
1400000US36047028000,36047028000,"Census Tract 280, Kings County, New York",823,108,370,61,116,42,0,11
1400000US36047028100,36047028100,"Census Tract 281, Kings County, New York",1560,237,891,193,250,103,0,11
1400000US36047028200,36047028200,"Census Tract 282, Kings County, New York",1482,211,733,116,322,107,29,30
1400000US36047028300,36047028300,"Census Tract 283, Kings County, New York",1434,272,808,154,195,85,0,11
1400000US36047028400,36047028400,"Census Tract 284, Kings County, New York",1626,241,701,148,241,79,21,25
1400000US36047028501,36047028501,"Census Tract 285.01, Kings County, New York",197,65,52,35,31,21,0,11
1400000US36047028502,36047028502,"Census Tract 285.02, Kings County, New York",629,185,495,159,114,101,0,11
1400000US36047028600,36047028600,"Census Tract 286, Kings County, New York",2121,336,806,200,321,166,92,82
1400000US36047028700,36047028700,"Census Tract 287, Kings County, New York",1186,356,722,232,310,119,25,38
1400000US36047028800,36047028800,"Census Tract 288, Kings County, New York",1666,320,644,115,114,62,0,11
1400000US36047028900,36047028900,"Census Tract 289, Kings County, New York",1329,252,766,164,237,87,22,35
1400000US36047029000,36047029000,"Census Tract 290, Kings County, New York",1894,273,852,157,290,85,24,29
1400000US36047029100,36047029100,"Census Tract 291, Kings County, New York",1246,299,744,193,329,154,12,18
1400000US36047029200,36047029200,"Census Tract 292, Kings County, New York",1098,173,548,109,168,60,11,17
1400000US36047029300,36047029300,"Census Tract 293, Kings County, New York",1255,207,770,145,347,128,5,9
1400000US36047029400,36047029400,"Census Tract 294, Kings County, New York",925,115,563,105,164,52,4,6
1400000US36047029500,36047029500,"Census Tract 295, Kings County, New York",2106,278,1152,178,544,161,41,40
1400000US36047029600,36047029600,"Census Tract 296, Kings County, New York",2469,347,1252,246,485,162,0,16
1400000US36047029700,36047029700,"Census Tract 297, Kings County, New York",1687,223,839,132,441,117,56,48
1400000US36047029800,36047029800,"Census Tract 298, Kings County, New York",1816,234,746,156,290,84,0,11
1400000US36047029900,36047029900,"Census Tract 299, Kings County, New York",782,158,438,100,158,76,0,11
1400000US36047030000,36047030000,"Census Tract 300, Kings County, New York",1874,327,968,184,244,99,6,9
1400000US36047030100,36047030100,"Census Tract 301, Kings County, New York",1014,201,615,152,162,73,0,11
1400000US36047030200,36047030200,"Census Tract 302, Kings County, New York",1873,252,862,145,400,113,26,35
1400000US36047030300,36047030300,"Census Tract 303, Kings County, New York",1533,235,1003,169,145,76,0,16
1400000US36047030400,36047030400,"Census Tract 304, Kings County, New York",1420,222,709,146,293,107,0,11
1400000US36047030500,36047030500,"Census Tract 305, Kings County, New York",3686,393,1833,219,895,172,59,45
1400000US36047030600,36047030600,"Census Tract 306, Kings County, New York",812,139,376,100,102,44,0,11
1400000US36047030700,36047030700,"Census Tract 307, Kings County, New York",1719,258,1174,227,395,173,25,40
1400000US36047030800,36047030800,"Census Tract 308, Kings County, New York",926,166,368,78,131,56,22,26
1400000US36047030900,36047030900,"Census Tract 309, Kings County, New York",812,151,430,84,100,47,5,9
1400000US36047031100,36047031100,"Census Tract 311, Kings County, New York",1165,192,718,126,305,104,11,17
1400000US36047031300,36047031300,"Census Tract 313, Kings County, New York",1783,347,851,236,404,195,0,11
1400000US36047031400,36047031400,"Census Tract 314, Kings County, New York",1783,237,862,171,342,94,14,15
1400000US36047031500,36047031500,"Census Tract 315, Kings County, New York",2605,353,1175,298,556,219,47,44
1400000US36047031701,36047031701,"Census Tract 317.01, Kings County, New York",2076,272,1238,222,467,116,34,42
1400000US36047031702,36047031702,"Census Tract 317.02, Kings County, New York",2166,301,1207,209,489,153,101,69
1400000US36047031900,36047031900,"Census Tract 319, Kings County, New York",1409,220,715,174,268,128,31,51
1400000US36047032100,36047032100,"Census Tract 321, Kings County, New York",2669,337,1305,261,426,164,12,15
1400000US36047032300,36047032300,"Census Tract 323, Kings County, New York",1923,233,994,160,409,124,18,24
1400000US36047032500,36047032500,"Census Tract 325, Kings County, New York",3354,396,1700,276,576,199,0,16
1400000US36047032600,36047032600,"Census Tract 326, Kings County, New York",2171,394,1273,217,263,146,0,16
1400000US36047032700,36047032700,"Census Tract 327, Kings County, New York",1392,223,738,129,385,119,15,23
1400000US36047032800,36047032800,"Census Tract 328, Kings County, New York",1076,223,540,140,208,87,5,8
1400000US36047032900,36047032900,"Census Tract 329, Kings County, New York",2290,326,1140,227,415,167,12,25
1400000US36047033000,36047033000,"Census Tract 330, Kings County, New York",1327,262,698,158,243,103,3,6
1400000US36047033100,36047033100,"Census Tract 331, Kings County, New York",1912,226,957,139,416,81,11,17
1400000US36047033300,36047033300,"Census Tract 333, Kings County, New York",1602,207,721,154,334,112,8,13
1400000US36047033500,36047033500,"Census Tract 335, Kings County, New York",1082,164,460,107,168,62,14,23
1400000US36047033600,36047033600,"Census Tract 336, Kings County, New York",1830,254,828,170,405,126,22,23
1400000US36047033700,36047033700,"Census Tract 337, Kings County, New York",1695,217,770,169,202,84,0,11
1400000US36047033900,36047033900,"Census Tract 339, Kings County, New York",1925,304,959,195,388,153,0,11
1400000US36047034000,36047034000,"Census Tract 340, Kings County, New York",480,103,273,48,25,17,0,11
1400000US36047034100,36047034100,"Census Tract 341, Kings County, New York",1398,172,648,156,175,79,0,11
1400000US36047034200,36047034200,"Census Tract 342, Kings County, New York",1355,289,774,209,138,109,0,16
1400000US36047034300,36047034300,"Census Tract 343, Kings County, New York",1684,230,860,159,234,104,0,16
1400000US36047034500,36047034500,"Census Tract 345, Kings County, New York",1036,215,596,137,155,81,0,11
1400000US36047034700,36047034700,"Census Tract 347, Kings County, New York",1402,229,740,128,185,83,9,14
1400000US36047034800,36047034800,"Census Tract 348, Kings County, New York",1141,162,449,111,102,39,5,7
1400000US36047034900,36047034900,"Census Tract 349, Kings County, New York",2344,288,1310,202,187,87,17,28
1400000US36047035000,36047035000,"Census Tract 350, Kings County, New York",1272,178,833,152,239,91,55,52
1400000US36047035100,36047035100,"Census Tract 351, Kings County, New York",1765,297,1224,227,217,118,8,12
1400000US36047035200,36047035200,"Census Tract 352, Kings County, New York",103,55,40,12,4,6,0,11
1400000US36047035300,36047035300,"Census Tract 353, Kings County, New York",2529,317,1467,247,488,165,0,16
1400000US36047035400,36047035400,"Census Tract 354, Kings County, New York",2761,467,1629,258,667,261,27,40
1400000US36047035500,36047035500,"Census Tract 355, Kings County, New York",2569,315,1554,218,358,139,0,16
1400000US36047035601,36047035601,"Census Tract 356.01, Kings County, New York",1002,193,635,138,354,170,8,13
1400000US36047035602,36047035602,"Census Tract 356.02, Kings County, New York",2061,379,1138,267,379,142,0,11
1400000US36047035700,36047035700,"Census Tract 357, Kings County, New York",845,133,535,106,149,61,0,11
1400000US36047035900,36047035900,"Census Tract 359, Kings County, New York",1965,294,1240,240,347,156,0,16
1400000US36047036001,36047036001,"Census Tract 360.01, Kings County, New York",1088,214,514,139,143,48,16,18
1400000US36047036002,36047036002,"Census Tract 360.02, Kings County, New York",1496,302,887,230,310,153,31,27
1400000US36047036100,36047036100,"Census Tract 361, Kings County, New York",784,140,448,111,73,50,0,11
1400000US36047036200,36047036200,"Census Tract 362, Kings County, New York",1358,208,517,117,175,62,0,11
1400000US36047036300,36047036300,"Census Tract 363, Kings County, New York",1679,240,913,182,324,133,60,33
1400000US36047036400,36047036400,"Census Tract 364, Kings County, New York",958,225,440,151,120,64,38,29
1400000US36047036501,36047036501,"Census Tract 365.01, Kings County, New York",1150,180,594,122,157,73,0,11
1400000US36047036502,36047036502,"Census Tract 365.02, Kings County, New York",338,85,151,52,44,28,0,11
1400000US36047036600,36047036600,"Census Tract 366, Kings County, New York",1802,193,773,134,263,98,41,39
1400000US36047036700,36047036700,"Census Tract 367, Kings County, New York",664,100,346,78,99,59,0,11
1400000US36047036900,36047036900,"Census Tract 369, Kings County, New York",1811,309,1081,206,277,107,0,11
1400000US36047037000,36047037000,"Census Tract 370, Kings County, New York",1947,220,982,162,566,145,21,21
1400000US36047037100,36047037100,"Census Tract 371, Kings County, New York",2100,278,1116,185,399,119,50,52
1400000US36047037300,36047037300,"Census Tract 373, Kings County, New York",1516,256,975,163,372,117,16,25
1400000US36047037401,36047037401,"Census Tract 374.01, Kings County, New York",1661,228,812,156,454,134,65,64
1400000US36047037402,36047037402,"Census Tract 374.02, Kings County, New York",1894,390,871,231,323,160,11,18
1400000US36047037500,36047037500,"Census Tract 375, Kings County, New York",1469,280,710,198,273,139,28,24
1400000US36047037700,36047037700,"Census Tract 377, Kings County, New York",2036,279,1003,190,480,127,12,19
1400000US36047037900,36047037900,"Census Tract 379, Kings County, New York",1639,226,970,191,337,146,0,11
1400000US36047038100,36047038100,"Census Tract 381, Kings County, New York",2091,296,1042,186,426,135,18,28
1400000US36047038200,36047038200,"Census Tract 382, Kings County, New York",2039,504,1255,378,395,175,18,27
1400000US36047038300,36047038300,"Census Tract 383, Kings County, New York",1993,310,1138,221,333,105,19,22
1400000US36047038500,36047038500,"Census Tract 385, Kings County, New York",1418,278,814,181,256,102,0,11
1400000US36047038600,36047038600,"Census Tract 386, Kings County, New York",1548,261,665,184,167,74,0,11
1400000US36047038700,36047038700,"Census Tract 387, Kings County, New York",1537,236,750,159,285,114,42,31
1400000US36047038800,36047038800,"Census Tract 388, Kings County, New York",1744,250,829,138,321,109,51,44
1400000US36047038900,36047038900,"Census Tract 389, Kings County, New York",1782,282,747,140,284,105,41,46
1400000US36047039000,36047039000,"Census Tract 390, Kings County, New York",867,126,273,68,103,50,7,9
1400000US36047039100,36047039100,"Census Tract 391, Kings County, New York",1376,251,576,112,261,91,0,11
1400000US36047039200,36047039200,"Census Tract 392, Kings County, New York",992,174,336,95,231,72,50,40
1400000US36047039300,36047039300,"Census Tract 393, Kings County, New York",1709,272,870,191,378,132,10,16
1400000US36047039400,36047039400,"Census Tract 394, Kings County, New York",896,129,295,71,125,42,18,20
1400000US36047039500,36047039500,"Census Tract 395, Kings County, New York",1480,310,504,137,146,65,44,41
1400000US36047039600,36047039600,"Census Tract 396, Kings County, New York",761,148,288,92,121,60,12,15
1400000US36047039700,36047039700,"Census Tract 397, Kings County, New York",1439,258,725,155,237,82,0,11
1400000US36047039800,36047039800,"Census Tract 398, Kings County, New York",1178,145,613,111,247,79,17,21
1400000US36047039900,36047039900,"Census Tract 399, Kings County, New York",1410,337,781,192,261,85,0,11
1400000US36047040000,36047040000,"Census Tract 400, Kings County, New York",1444,203,611,119,133,63,0,11
1400000US36047040100,36047040100,"Census Tract 401, Kings County, New York",1637,256,834,153,185,85,21,32
1400000US36047040200,36047040200,"Census Tract 402, Kings County, New York",1290,201,541,112,169,61,21,17
1400000US36047040300,36047040300,"Census Tract 403, Kings County, New York",1266,287,673,221,262,141,25,29
1400000US36047040400,36047040400,"Census Tract 404, Kings County, New York",1125,179,630,134,263,82,7,9
1400000US36047040500,36047040500,"Census Tract 405, Kings County, New York",648,163,295,72,110,48,11,17
1400000US36047040600,36047040600,"Census Tract 406, Kings County, New York",1573,188,692,151,228,79,35,41
1400000US36047040700,36047040700,"Census Tract 407, Kings County, New York",0,11,0,11,0,11,0,11
1400000US36047040800,36047040800,"Census Tract 408, Kings County, New York",1477,273,703,160,280,90,20,29
1400000US36047040900,36047040900,"Census Tract 409, Kings County, New York",1579,232,793,157,214,91,0,11
1400000US36047041000,36047041000,"Census Tract 410, Kings County, New York",688,135,311,76,41,21,4,6
1400000US36047041100,36047041100,"Census Tract 411, Kings County, New York",1508,240,688,153,145,82,0,11
1400000US36047041200,36047041200,"Census Tract 412, Kings County, New York",1348,225,816,182,283,110,33,38
1400000US36047041300,36047041300,"Census Tract 413, Kings County, New York",1954,277,1042,211,244,91,12,20
1400000US36047041401,36047041401,"Census Tract 414.01, Kings County, New York",644,140,245,75,55,34,0,11
1400000US36047041402,36047041402,"Census Tract 414.02, Kings County, New York",508,121,204,71,86,46,0,11
1400000US36047041500,36047041500,"Census Tract 415, Kings County, New York",1957,265,1208,214,221,98,0,11
1400000US36047041600,36047041600,"Census Tract 416, Kings County, New York",880,169,322,94,118,50,6,8
1400000US36047041700,36047041700,"Census Tract 417, Kings County, New York",1212,220,555,149,80,64,0,11
1400000US36047041800,36047041800,"Census Tract 418, Kings County, New York",688,115,290,74,112,43,6,9
1400000US36047041900,36047041900,"Census Tract 419, Kings County, New York",1652,209,849,185,143,68,0,11
1400000US36047042000,36047042000,"Census Tract 420, Kings County, New York",600,108,247,52,117,45,32,26
1400000US36047042100,36047042100,"Census Tract 421, Kings County, New York",2034,382,1031,220,248,90,0,11
1400000US36047042200,36047042200,"Census Tract 422, Kings County, New York",1587,325,605,135,254,95,24,39
1400000US36047042300,36047042300,"Census Tract 423, Kings County, New York",2442,312,947,171,185,73,7,12
1400000US36047042400,36047042400,"Census Tract 424, Kings County, New York",1729,310,613,156,269,108,9,13
1400000US36047042500,36047042500,"Census Tract 425, Kings County, New York",1457,206,686,154,259,111,19,27
1400000US36047042600,36047042600,"Census Tract 426, Kings County, New York",2176,293,1109,173,363,101,13,15
1400000US36047042700,36047042700,"Census Tract 427, Kings County, New York",3047,337,1140,236,361,110,24,22
1400000US36047042800,36047042800,"Census Tract 428, Kings County, New York",1725,230,900,150,385,126,49,39
1400000US36047042900,36047042900,"Census Tract 429, Kings County, New York",3050,446,1346,284,256,82,0,16
1400000US36047043000,36047043000,"Census Tract 430, Kings County, New York",1310,243,633,138,195,85,11,19
1400000US36047043100,36047043100,"Census Tract 431, Kings County, New York",2759,383,1300,238,458,120,36,35
1400000US36047043200,36047043200,"Census Tract 432, Kings County, New York",2294,249,922,119,297,88,15,18
1400000US36047043300,36047043300,"Census Tract 433, Kings County, New York",1852,315,799,224,207,92,0,11
1400000US36047043400,36047043400,"Census Tract 434, Kings County, New York",1373,201,692,117,403,105,46,42
1400000US36047043500,36047043500,"Census Tract 435, Kings County, New York",2436,346,1104,205,296,105,0,16
1400000US36047043600,36047043600,"Census Tract 436, Kings County, New York",2443,351,1344,232,464,164,43,35
1400000US36047043700,36047043700,"Census Tract 437, Kings County, New York",2624,328,1356,200,551,144,0,16
1400000US36047043800,36047043800,"Census Tract 438, Kings County, New York",1101,127,492,85,207,59,26,21
1400000US36047043900,36047043900,"Census Tract 439, Kings County, New York",1731,321,777,189,276,114,8,13
1400000US36047044000,36047044000,"Census Tract 440, Kings County, New York",968,143,355,85,174,65,13,20
1400000US36047044100,36047044100,"Census Tract 441, Kings County, New York",3215,386,1018,176,243,97,0,16
1400000US36047044200,36047044200,"Census Tract 442, Kings County, New York",1040,141,470,91,218,73,7,10
1400000US36047044300,36047044300,"Census Tract 443, Kings County, New York",3048,417,991,189,376,99,16,18
1400000US36047044400,36047044400,"Census Tract 444, Kings County, New York",1304,204,577,115,262,91,22,35
1400000US36047044500,36047044500,"Census Tract 445, Kings County, New York",2506,343,1144,187,526,111,0,11
1400000US36047044600,36047044600,"Census Tract 446, Kings County, New York",915,148,354,74,132,44,14,12
1400000US36047044700,36047044700,"Census Tract 447, Kings County, New York",1187,173,569,147,228,83,35,38
1400000US36047044800,36047044800,"Census Tract 448, Kings County, New York",849,123,419,88,217,78,9,10
1400000US36047044900,36047044900,"Census Tract 449, Kings County, New York",1300,217,796,155,244,72,0,11
1400000US36047045000,36047045000,"Census Tract 450, Kings County, New York",156,56,66,32,23,15,0,11
1400000US36047045200,36047045200,"Census Tract 452, Kings County, New York",932,125,326,80,199,49,5,8
1400000US36047045300,36047045300,"Census Tract 453, Kings County, New York",1152,214,494,128,211,61,4,6
1400000US36047045400,36047045400,"Census Tract 454, Kings County, New York",710,115,364,115,168,75,0,11
1400000US36047045600,36047045600,"Census Tract 456, Kings County, New York",931,168,467,108,185,83,7,11
1400000US36047045800,36047045800,"Census Tract 458, Kings County, New York",613,83,157,49,77,30,15,13
1400000US36047046000,36047046000,"Census Tract 460, Kings County, New York",1556,183,682,122,304,109,37,41
1400000US36047046201,36047046201,"Census Tract 462.01, Kings County, New York",960,186,443,140,191,73,46,47
1400000US36047046202,36047046202,"Census Tract 462.02, Kings County, New York",843,138,387,83,201,55,0,11
1400000US36047046400,36047046400,"Census Tract 464, Kings County, New York",818,104,341,70,161,52,0,11
1400000US36047046800,36047046800,"Census Tract 468, Kings County, New York",609,123,287,80,127,59,0,11
1400000US36047047000,36047047000,"Census Tract 470, Kings County, New York",768,112,304,64,111,45,0,11
1400000US36047047200,36047047200,"Census Tract 472, Kings County, New York",886,122,420,79,218,57,15,23
1400000US36047047400,36047047400,"Census Tract 474, Kings County, New York",1052,163,464,123,303,88,6,10
1400000US36047047600,36047047600,"Census Tract 476, Kings County, New York",1248,288,426,129,212,76,0,11
1400000US36047047700,36047047700,"Census Tract 477, Kings County, New York",2888,251,1497,270,1082,227,77,48
1400000US36047047800,36047047800,"Census Tract 478, Kings County, New York",1430,323,543,160,253,114,0,11
1400000US36047048000,36047048000,"Census Tract 480, Kings County, New York",1208,171,566,120,273,105,0,11
1400000US36047048100,36047048100,"Census Tract 481, Kings County, New York",1690,219,926,181,537,160,24,36
1400000US36047048200,36047048200,"Census Tract 482, Kings County, New York",2166,306,713,136,250,82,20,23
1400000US36047048400,36047048400,"Census Tract 484, Kings County, New York",2289,279,1071,179,445,134,17,19
1400000US36047048500,36047048500,"Census Tract 485, Kings County, New York",2155,221,865,132,391,86,26,23
1400000US36047048600,36047048600,"Census Tract 486, Kings County, New York",1487,206,539,110,161,57,12,12
1400000US36047048800,36047048800,"Census Tract 488, Kings County, New York",1688,191,701,114,290,83,8,11
1400000US36047048900,36047048900,"Census Tract 489, Kings County, New York",1054,271,578,192,125,75,14,20
1400000US36047049000,36047049000,"Census Tract 490, Kings County, New York",2746,442,1177,274,535,208,23,35
1400000US36047049100,36047049100,"Census Tract 491, Kings County, New York",2606,502,1209,298,405,167,23,28
1400000US36047049200,36047049200,"Census Tract 492, Kings County, New York",1302,209,532,113,309,71,19,30
